study	n	exercise	time	dob
Roecker2001	8	0.75 max	27.644026	48.33344
Roecker2001	8	0.75 max	28.026258	8.765535
Roecker2001	8	0.75 max	27.835411	5.9186864
Roecker2001	8	0.75 max	28.248613	37.075035
Roecker2001	8	0.75 max	28.407715	34.261185
Roecker2001	8	0.75 max	28.630577	20.137932
Roecker2001	8	0.75 max	28.726084	14.489232
Roecker2001	8	0.75 max	28.821255	37.129032
Roecker2001	8	0.75 max	29.362148	31.52233
Roecker2001	8	0.75 max	29.457623	28.702478
Roecker2001	8	0.75 max	29.99882	-2.3638747
Roecker2001	8	0.75 max	29.998549	20.266926
Roecker2001	8	0.75 max	30.1255	45.738575
Roecker2001	8	0.75 max	30.25292	31.606325
Roecker2001	8	0.75 max	29.393692	54.156128
Roecker2001	8	0.75 max	27.644026	48.33344
Roecker2001	8	0.75 max	-0.028301887	0
Roecker2001	8	0.75 max	0.009433962	0
Roecker2001	8	0.75 max	0.04245283	5059.3223
Roecker2001	8	0.75 max	0.06603774	10194.915
Roecker2001	8	0.75 max	0.11792453	9559.322
Roecker2001	8	0.75 max	0.1509434	6457.627
Roecker2001	8	0.75 max	0.18396227	3940.678
Roecker2001	8	0.75 max	0.20754717	3381.356
Roecker2001	8	0.75 max	0.24528302	2542.3728
Roecker2001	8	0.75 max	0.2735849	1805.0847
Roecker2001	8	0.75 max	0.31132075	1474.5763
Roecker2001	8	0.75 max	0.35849056	1525.4237
Roecker2001	8	0.75 max	0.3773585	1550.8474
Roecker2001	8	0.75 max	0.4245283	1398.305
Roecker2001	8	0.75 max	0.4764151	1474.5763
Roecker2001	8	0.75 max	0.5235849	1398.305
Roecker2001	8	0.75 max	0.5330189	1296.6102
Roecker2001	8	0.75 max	0.5896226	1372.8813
Roecker2001	8	0.75 max	0.6320755	1245.7627
Roecker2001	8	0.75 max	0.6839623	1169.4916
Roecker2001	8	0.75 max	0.7169811	1144.0677
Roecker2001	8	0.75 max	0.7735849	1144.0677
Roecker2001	8	0.75 max	0.8066038	1067.7966
Roecker2001	8	0.75 max	0.8584906	1016.94916
Roecker2001	8	0.75 max	0.8915094	1042.3729
Roecker2001	8	0.75 max	0.9292453	991.52545
Roecker2001	8	0.75 max	0.9481132	991.52545
Roecker2001	8	0.75 max	0.9858491	966.1017
Roecker2001	8	0.75 max	1.018868	966.1017
Roecker2001	8	0.75 max	1.0613208	915.2542
Roecker2001	8	0.75 max	1.0849056	915.2542
Roecker2001	8	0.75 max	1.1084906	915.2542
Roecker2001	8	0.75 max	1.1509434	966.1017
Roecker2001	8	0.75 max	1.1933962	838.98303
Roecker2001	8	0.75 max	1.226415	889.8305
Roecker2001	8	0.75 max	1.245283	838.98303
Roecker2001	8	0.75 max	1.2830188	813.5593
Roecker2001	8	0.75 max	1.3301886	813.5593
Roecker2001	8	0.75 max	1.3726416	838.98303
Roecker2001	8	0.75 max	1.3915094	838.98303
Roecker2001	8	0.75 max	1.4481132	762.71185
Roecker2001	8	0.75 max	1.481132	737.28815
Roecker2001	8	0.75 max	1.5283018	711.8644
Roecker2001	8	0.75 max	1.5801886	788.1356
Roecker2001	8	0.75 max	1.6179246	813.5593
Roecker2001	8	0.75 max	1.6509434	711.8644
Roecker2001	8	0.75 max	1.6933962	661.01697
Roecker2001	8	0.75 max	1.735849	737.28815
Roecker2001	8	0.75 max	1.8066038	686.4407
Roecker2001	8	0.75 max	1.8396226	788.1356
Roecker2001	8	0.75 max	1.8773584	610.1695
Roecker2001	8	0.75 max	1.9056604	610.1695
Roecker2001	8	0.75 max	1.9575472	610.1695
Roecker2001	8	0.75 max	2.009434	584.7458
Roecker2001	8	0.75 max	2.0518868	635.5932
Roecker2001	8	0.75 max	2.1084905	610.1695
Roecker2001	8	0.75 max	2.1462264	483.05084
Roecker2001	8	0.75 max	2.1745284	533.8983
Roecker2001	8	0.75 max	2.2264152	533.8983
Roecker2001	8	0.75 max	2.259434	610.1695
Roecker2001	8	0.75 max	2.287736	584.7458
Roecker2001	8	0.75 max	2.3396227	559.322
Roecker2001	8	0.75 max	2.3915095	533.8983
Roecker2001	8	0.75 max	2.4150944	533.8983
Roecker2001	8	0.75 max	2.4481132	508.47458
Roecker2001	8	0.75 max	2.5047169	457.6271
Roecker2001	8	0.75 max	2.5424528	533.8983
Roecker2001	8	0.75 max	2.5754716	508.47458
Roecker2001	8	0.75 max	2.5990567	533.8983
Roecker2001	8	0.75 max	2.6320755	483.05084
Roecker2001	8	0.75 max	2.6462264	483.05084
Roecker2001	8	0.75 max	2.6933963	457.6271
Roecker2001	8	0.75 max	2.7264152	483.05084
Roecker2001	8	0.75 max	2.740566	457.6271
Roecker2001	8	0.75 max	2.7830188	457.6271
Roecker2001	8	0.75 max	2.8066037	457.6271
Roecker2001	8	0.75 max	2.8632076	483.05084
Roecker2001	8	0.75 max	2.8962264	406.77966
Roecker2001	8	0.75 max	2.9292452	406.77966
Roecker2001	8	0.75 max	2.95283	432.2034
Roecker2001	8	0.75 max	2.9858491	406.77966
Roecker2001	8	0.4 max	-0.03773585	21.367521
Roecker2001	8	0.4 max	-0.004716981	21.367521
Roecker2001	8	0.4 max	0.028301887	64.10256
Roecker2001	8	0.4 max	0.08490566	5833.3335
Roecker2001	8	0.4 max	0.13207547	8418.804
Roecker2001	8	0.4 max	0.18396227	7863.248
Roecker2001	8	0.4 max	0.21226415	6623.9316
Roecker2001	8	0.4 max	0.26415095	4743.59
Roecker2001	8	0.4 max	0.33490565	2136.7522
Roecker2001	8	0.4 max	0.41509435	1538.4615
Roecker2001	8	0.4 max	0.4764151	1474.359
Roecker2001	8	0.4 max	0.5707547	1346.1538
Roecker2001	8	0.4 max	0.6179245	1452.9915
Roecker2001	8	0.4 max	0.6933962	1559.8291
Roecker2001	8	0.4 max	0.745283	1346.1538
Roecker2001	8	0.4 max	0.8113208	1324.7864
Roecker2001	8	0.4 max	0.8726415	1282.0513
Roecker2001	8	0.4 max	0.9245283	1175.2136
Roecker2001	8	0.4 max	1	1153.8462
Roecker2001	8	0.4 max	1.0377358	1132.4786
Roecker2001	8	0.4 max	1.0801886	1153.8462
Roecker2001	8	0.4 max	1.1556604	1047.0085
Roecker2001	8	0.4 max	1.2216982	1089.7435
Roecker2001	8	0.4 max	1.273585	1025.641
Roecker2001	8	0.4 max	1.3254716	982.906
Roecker2001	8	0.4 max	1.3726416	1025.641
Roecker2001	8	0.4 max	1.4198114	961.53845
Roecker2001	8	0.4 max	1.4481132	982.906
Roecker2001	8	0.4 max	1.518868	961.53845
Roecker2001	8	0.4 max	1.5613208	940.17096
Roecker2001	8	0.4 max	1.6084906	854.70087
Roecker2001	8	0.4 max	1.6603774	897.4359
Roecker2001	8	0.4 max	1.7169812	854.70087
Roecker2001	8	0.4 max	1.764151	876.06836
Roecker2001	8	0.4 max	1.7877358	918.8034
Roecker2001	8	0.4 max	1.8490566	811.9658
Roecker2001	8	0.4 max	1.8867924	897.4359
Roecker2001	8	0.4 max	1.9622642	811.9658
Roecker2001	8	0.4 max	1.976415	833.3333
Roecker2001	8	0.4 max	2.018868	726.4957
Roecker2001	8	0.4 max	2.028302	790.59827
Roecker2001	8	0.4 max	2.0943396	811.9658
Roecker2001	8	0.4 max	2.1745284	790.59827
Roecker2001	8	0.4 max	2.231132	747.8632
Roecker2001	8	0.4 max	2.2830188	747.8632
Roecker2001	8	0.4 max	2.3443396	769.2308
Roecker2001	8	0.4 max	2.4150944	769.2308
Roecker2001	8	0.4 max	2.462264	726.4957
Roecker2001	8	0.4 max	2.5141509	726.4957
Roecker2001	8	0.4 max	2.5754716	683.7607
Roecker2001	8	0.4 max	2.6132076	705.12823
Roecker2001	8	0.4 max	2.6650944	726.4957
Roecker2001	8	0.4 max	2.6933963	641.02563
Roecker2001	8	0.4 max	2.740566	662.3932
Roecker2001	8	0.4 max	2.79717	662.3932
Roecker2001	8	0.4 max	2.8443396	662.3932
Roecker2001	8	0.4 max	2.8915095	619.65814
Roecker2001	8	0.4 max	2.9433963	641.02563
Roecker2001	8	0.4 max	2.9952831	662.3932
Roecker2001	8	0.4 max	3.04717	641.02563
Roecker2001	8	rest	-0.056603774	-50.955414
Roecker2001	8	rest	0.023584906	50.955414
Roecker2001	8	rest	0.11320755	8356.6875
Roecker2001	8	rest	0.17924528	10878.98
Roecker2001	8	rest	0.2688679	10292.993
Roecker2001	8	rest	0.3443396	8866.242
Roecker2001	8	rest	0.4245283	6012.739
Roecker2001	8	rest	0.509434	4050.9553
Roecker2001	8	rest	0.5754717	3031.8472
Roecker2001	8	rest	0.6603774	2573.2483
Roecker2001	8	rest	0.7358491	2191.0828
Roecker2001	8	rest	0.8207547	1808.9172
Roecker2001	8	rest	0.8962264	1630.5732
Roecker2001	8	rest	0.9811321	1579.6178
Roecker2001	8	rest	1.0566038	1528.6625
Roecker2001	8	rest	1.1462264	1503.1847
Roecker2001	8	rest	1.2169812	1477.707
Roecker2001	8	rest	1.3018868	1477.707
Roecker2001	8	rest	1.3773584	1477.707
Roecker2001	8	rest	1.4528302	1554.1401
Roecker2001	8	rest	1.5330188	1528.6625
Roecker2001	8	rest	1.6226416	1503.1847
Roecker2001	8	rest	1.6981132	1452.2292
Roecker2001	8	rest	1.7783018	1426.7516
Roecker2001	8	rest	1.8537736	1273.8854
Roecker2001	8	rest	1.9386792	1299.363
Roecker2001	8	rest	2.0141509	1299.363
Roecker2001	8	rest	2.0896227	1222.9299
Roecker2001	8	rest	2.1745284	1197.4523
Roecker2001	8	rest	2.259434	1146.4968
Roecker2001	8	rest	2.3490567	1146.4968
Roecker2001	8	rest	2.4056604	1070.0637
Roecker2001	8	rest	2.4952831	1121.0192
Roecker2001	8	rest	2.5660377	1121.0192
Roecker2001	8	rest	2.6509433	1121.0192
Roecker2001	8	rest	2.721698	1095.5414
Roecker2001	8	rest	2.8254716	1044.5859
Roecker2001	8	rest	2.8867924	1044.5859
Roecker2001	8	rest	2.9669812	1044.5859

